i, epoch, loss, l2_err, h1_err
  0     1 -7.28914e+01 9.29852e-01 9.33303e-01
  1     2 -1.42859e+02 8.94983e-01 9.00308e-01
  2     3 -2.10205e+02 8.60223e-01 8.67546e-01
  3     4 -2.75169e+02 8.25665e-01 8.35104e-01
  4     5 -3.33280e+02 7.91400e-01 8.03058e-01
  5     6 -3.98339e+02 7.57262e-01 7.71297e-01
  6     7 -4.50685e+02 7.23415e-01 7.39971e-01
  7     9 -5.54083e+02 6.56696e-01 6.78799e-01
  8    11 -6.53878e+02 5.91568e-01 6.20015e-01
  9    13 -7.27952e+02 5.28588e-01 5.64227e-01
 10    16 -8.39012e+02 4.39116e-01 4.87208e-01
 11    20 -9.36105e+02 3.30979e-01 3.99385e-01
 12    24 -1.01575e+03 2.37506e-01 3.31702e-01
 13    29 -1.04341e+03 1.46215e-01 2.79472e-01
 14    35 -1.10235e+03 8.54715e-02 2.59412e-01
 15    42 -1.12844e+03 8.30135e-02 2.68790e-01
 16    51 -1.12641e+03 1.00387e-01 2.88897e-01
 17    62 -1.15421e+03 9.92686e-02 2.95388e-01
 18    75 -1.11865e+03 8.03962e-02 2.82365e-01
 19    91 -1.12176e+03 6.35096e-02 2.69383e-01
 20   109 -1.13364e+03 6.26322e-02 2.68966e-01
 21   132 -1.13620e+03 6.42107e-02 2.69415e-01
 22   159 -1.13432e+03 6.43087e-02 2.69534e-01
 23   193 -1.13948e+03 6.48507e-02 2.70205e-01
 24   232 -1.12093e+03 6.51563e-02 2.70174e-01
 25   281 -1.13617e+03 6.36771e-02 2.70041e-01
 26   339 -1.12591e+03 6.52321e-02 2.69728e-01
 27   409 -1.13254e+03 6.40344e-02 2.70193e-01
 28   494 -1.13611e+03 6.48738e-02 2.70595e-01
 29   596 -1.11481e+03 6.47398e-02 2.70594e-01
 30   719 -1.15207e+03 6.50813e-02 2.70681e-01
 31   868 -1.13200e+03 6.51443e-02 2.70448e-01
 32  1048 -1.14194e+03 6.50566e-02 2.70054e-01
 33  1264 -1.11565e+03 6.47323e-02 2.69719e-01
 34  1526 -1.10652e+03 6.48049e-02 2.70259e-01
 35  1842 -1.13043e+03 6.47696e-02 2.70158e-01
 36  2222 -1.12483e+03 6.46055e-02 2.69995e-01
 37  2682 -1.15074e+03 6.46890e-02 2.70023e-01
 38  3237 -1.12358e+03 6.47048e-02 2.70038e-01
 39  3906 -1.11990e+03 6.46939e-02 2.70031e-01
 40  4714 -1.11314e+03 6.46966e-02 2.70029e-01
 41  5689 -1.15176e+03 6.46965e-02 2.70030e-01
 42  6866 -1.11878e+03 6.47009e-02 2.70034e-01
 43  8286 -1.10358e+03 6.47092e-02 2.70043e-01
 44 10000 -1.12588e+03 6.47093e-02 2.70041e-01
