i, epoch, loss, l2_err, h1_err
  0     1 -7.56504e+01 9.78504e-01 1.14076e+00
  1     2 -1.46901e+02 9.68817e-01 1.28726e+00
  2     3 -2.14777e+02 9.60008e-01 1.43789e+00
  3     4 -2.78658e+02 9.51545e-01 1.57652e+00
  4     5 -3.41331e+02 9.43440e-01 1.68962e+00
  5     6 -3.95695e+02 9.35181e-01 1.78142e+00
  6     7 -4.48120e+02 9.26948e-01 1.85237e+00
  7     9 -5.54691e+02 9.09869e-01 1.93459e+00
  8    11 -6.33912e+02 8.91438e-01 1.96205e+00
  9    13 -7.14631e+02 8.72368e-01 1.95918e+00
 10    16 -8.18956e+02 8.41788e-01 1.92879e+00
 11    20 -9.14084e+02 7.97854e-01 1.87338e+00
 12    24 -9.86101e+02 7.47977e-01 1.80089e+00
 13    29 -1.05762e+03 6.75568e-01 1.68137e+00
 14    35 -1.09654e+03 5.78748e-01 1.49101e+00
 15    42 -1.09768e+03 4.64001e-01 1.25427e+00
 16    51 -1.12571e+03 3.31495e-01 9.74479e-01
 17    62 -1.11954e+03 2.07547e-01 6.72834e-01
 18    75 -1.14576e+03 1.11186e-01 3.94656e-01
 19    91 -1.14185e+03 4.42556e-02 1.94679e-01
 20   109 -1.14590e+03 1.14864e-02 1.41149e-01
 21   132 -1.14419e+03 7.66655e-03 1.38834e-01
 22   159 -1.14023e+03 7.41788e-03 1.41778e-01
 23   193 -1.13291e+03 7.27759e-03 1.38659e-01
 24   232 -1.12941e+03 7.13222e-03 1.40658e-01
 25   281 -1.11799e+03 7.14774e-03 1.39283e-01
 26   339 -1.14124e+03 7.52600e-03 1.39491e-01
 27   409 -1.10929e+03 7.42856e-03 1.38000e-01
 28   494 -1.13475e+03 7.05431e-03 1.37987e-01
 29   596 -1.12193e+03 7.17514e-03 1.38188e-01
 30   719 -1.14869e+03 7.64972e-03 1.42525e-01
 31   868 -1.12668e+03 7.35994e-03 1.40841e-01
 32  1048 -1.13444e+03 7.57184e-03 1.42422e-01
 33  1264 -1.13072e+03 7.26646e-03 1.39985e-01
 34  1526 -1.12807e+03 7.27017e-03 1.40216e-01
 35  1842 -1.14136e+03 7.29523e-03 1.40283e-01
 36  2222 -1.11687e+03 7.31411e-03 1.40503e-01
 37  2682 -1.11082e+03 7.30499e-03 1.40548e-01
 38  3237 -1.13370e+03 7.30120e-03 1.40536e-01
 39  3906 -1.12511e+03 7.30033e-03 1.40527e-01
 40  4714 -1.14084e+03 7.30189e-03 1.40547e-01
 41  5689 -1.12661e+03 7.30100e-03 1.40538e-01
 42  6866 -1.12364e+03 7.30026e-03 1.40538e-01
 43  8286 -1.10932e+03 7.29582e-03 1.40485e-01
 44 10000 -1.14157e+03 7.30104e-03 1.40543e-01
