i, epoch, loss, l2_err, h1_err
  0     1 -7.92237e+01 9.87263e-01 1.23154e+00
  1     2 -1.52885e+02 9.81598e-01 1.41631e+00
  2     3 -2.23155e+02 9.75923e-01 1.60241e+00
  3     4 -2.88688e+02 9.70741e-01 1.77485e+00
  4     5 -3.45326e+02 9.66022e-01 1.93265e+00
  5     6 -4.06662e+02 9.61580e-01 2.07556e+00
  6     7 -4.56409e+02 9.56953e-01 2.19987e+00
  7     9 -5.59651e+02 9.47795e-01 2.39603e+00
  8    11 -6.46382e+02 9.38467e-01 2.52645e+00
  9    13 -7.16339e+02 9.29321e-01 2.60327e+00
 10    16 -8.02400e+02 9.16030e-01 2.64507e+00
 11    20 -9.13138e+02 8.97945e-01 2.59851e+00
 12    24 -9.89723e+02 8.76533e-01 2.48594e+00
 13    29 -1.03320e+03 8.41054e-01 2.30968e+00
 14    35 -1.09422e+03 7.78412e-01 2.09229e+00
 15    42 -1.09438e+03 6.77860e-01 1.83653e+00
 16    51 -1.12026e+03 5.30770e-01 1.50260e+00
 17    62 -1.10942e+03 3.68190e-01 1.11857e+00
 18    75 -1.15560e+03 2.30368e-01 7.48537e-01
 19    91 -1.12248e+03 1.27920e-01 4.09792e-01
 20   109 -1.12671e+03 6.09651e-02 2.10933e-01
 21   132 -1.13943e+03 1.76243e-02 1.30596e-01
 22   159 -1.15552e+03 4.98070e-03 1.27035e-01
 23   193 -1.12656e+03 4.37589e-03 1.23547e-01
 24   232 -1.15245e+03 4.51937e-03 1.26083e-01
 25   281 -1.14106e+03 4.43314e-03 1.26399e-01
 26   339 -1.12827e+03 4.17749e-03 1.23779e-01
 27   409 -1.12612e+03 4.65190e-03 1.26271e-01
 28   494 -1.12413e+03 4.11646e-03 1.23668e-01
 29   596 -1.14368e+03 4.16209e-03 1.25475e-01
 30   719 -1.12672e+03 4.02801e-03 1.23064e-01
 31   868 -1.13839e+03 4.78067e-03 1.29098e-01
 32  1048 -1.12514e+03 4.27816e-03 1.25800e-01
 33  1264 -1.13527e+03 4.28661e-03 1.24476e-01
 34  1526 -1.13422e+03 4.23567e-03 1.23935e-01
 35  1842 -1.12577e+03 4.15834e-03 1.23636e-01
 36  2222 -1.11589e+03 4.14171e-03 1.23583e-01
 37  2682 -1.14411e+03 4.16079e-03 1.23789e-01
 38  3237 -1.14810e+03 4.16761e-03 1.23756e-01
 39  3906 -1.11586e+03 4.16758e-03 1.23753e-01
 40  4714 -1.13418e+03 4.16587e-03 1.23722e-01
 41  5689 -1.12385e+03 4.16791e-03 1.23747e-01
 42  6866 -1.13220e+03 4.17108e-03 1.23780e-01
 43  8286 -1.13612e+03 4.17250e-03 1.23799e-01
 44 10000 -1.12662e+03 4.17147e-03 1.23773e-01
