i, epoch, loss, l2_err, h1_err
  0     1 -8.13405e+01 9.90181e-01 1.47591e+00
  1     2 -1.54401e+02 9.86792e-01 1.77398e+00
  2     3 -2.23262e+02 9.84013e-01 2.06178e+00
  3     4 -2.85214e+02 9.81387e-01 2.31348e+00
  4     5 -3.48652e+02 9.78770e-01 2.52532e+00
  5     6 -4.02529e+02 9.76250e-01 2.69998e+00
  6     7 -4.55608e+02 9.73606e-01 2.84360e+00
  7     9 -5.51076e+02 9.68044e-01 3.05084e+00
  8    11 -6.32600e+02 9.62221e-01 3.17112e+00
  9    13 -7.02584e+02 9.55933e-01 3.22693e+00
 10    16 -7.92307e+02 9.45648e-01 3.22619e+00
 11    20 -8.80617e+02 9.30232e-01 3.12874e+00
 12    24 -9.64204e+02 9.11705e-01 2.96809e+00
 13    29 -1.02630e+03 8.81724e-01 2.73364e+00
 14    35 -1.07148e+03 8.33909e-01 2.46101e+00
 15    42 -1.08246e+03 7.60619e-01 2.17492e+00
 16    51 -1.12738e+03 6.42540e-01 1.83168e+00
 17    62 -1.11103e+03 4.87751e-01 1.42836e+00
 18    75 -1.13032e+03 3.30366e-01 1.01527e+00
 19    91 -1.13382e+03 1.96612e-01 6.13946e-01
 20   109 -1.14296e+03 1.07125e-01 3.27049e-01
 21   132 -1.12190e+03 4.31753e-02 1.64089e-01
 22   159 -1.13220e+03 1.08658e-02 1.16633e-01
 23   193 -1.12399e+03 2.60949e-03 1.09301e-01
 24   232 -1.14455e+03 2.81590e-03 1.12726e-01
 25   281 -1.11864e+03 2.69077e-03 1.10085e-01
 26   339 -1.14178e+03 2.90093e-03 1.11175e-01
 27   409 -1.14928e+03 2.91536e-03 1.12543e-01
 28   494 -1.13519e+03 2.59986e-03 1.09794e-01
 29   596 -1.11241e+03 2.41721e-03 1.09782e-01
 30   719 -1.13613e+03 2.34773e-03 1.07326e-01
 31   868 -1.12646e+03 2.70267e-03 1.12011e-01
 32  1048 -1.11304e+03 2.26845e-03 1.07035e-01
 33  1264 -1.13120e+03 2.19560e-03 1.06435e-01
 34  1526 -1.12602e+03 2.20009e-03 1.07131e-01
 35  1842 -1.12515e+03 2.11471e-03 1.06512e-01
 36  2222 -1.11336e+03 2.16135e-03 1.06963e-01
 37  2682 -1.13070e+03 2.18041e-03 1.07210e-01
 38  3237 -1.10969e+03 2.17598e-03 1.07123e-01
 39  3906 -1.13465e+03 2.17501e-03 1.07094e-01
 40  4714 -1.11584e+03 2.17373e-03 1.07071e-01
 41  5689 -1.12105e+03 2.17361e-03 1.07063e-01
 42  6866 -1.13933e+03 2.17162e-03 1.07028e-01
 43  8286 -1.11788e+03 2.16995e-03 1.07000e-01
 44 10000 -1.13886e+03 2.16897e-03 1.06979e-01
