i, epoch, loss, l2_err, h1_err
  0     1 -7.10421e+01 9.51461e-01 9.62096e-01
  1     2 -1.40796e+02 9.27506e-01 9.48619e-01
  2     3 -2.04592e+02 9.03458e-01 9.38515e-01
  3     4 -2.67519e+02 8.79867e-01 9.31986e-01
  4     5 -3.23703e+02 8.56655e-01 9.28748e-01
  5     6 -3.85130e+02 8.33813e-01 9.28967e-01
  6     7 -4.35628e+02 8.11233e-01 9.32253e-01
  7     9 -5.38557e+02 7.64376e-01 9.37537e-01
  8    11 -6.29844e+02 7.16594e-01 9.41383e-01
  9    13 -7.23936e+02 6.68828e-01 9.42408e-01
 10    16 -8.13684e+02 5.97870e-01 9.36158e-01
 11    20 -9.28046e+02 5.06832e-01 9.09968e-01
 12    24 -9.97203e+02 4.22371e-01 8.65729e-01
 13    29 -1.04433e+03 3.29146e-01 7.93652e-01
 14    35 -1.08803e+03 2.37522e-01 6.96529e-01
 15    42 -1.10405e+03 1.56755e-01 5.86443e-01
 16    51 -1.11461e+03 9.01074e-02 4.80999e-01
 17    62 -1.13225e+03 5.51712e-02 4.23600e-01
 18    75 -1.12687e+03 4.76387e-02 4.15300e-01
 19    91 -1.13581e+03 3.83772e-02 4.04729e-01
 20   109 -1.12908e+03 3.85238e-02 4.04509e-01
 21   132 -1.09988e+03 3.96785e-02 4.02337e-01
 22   159 -1.12122e+03 3.98267e-02 4.03510e-01
 23   193 -1.11724e+03 3.94576e-02 4.02687e-01
 24   232 -1.13378e+03 4.03875e-02 4.03256e-01
 25   281 -1.14391e+03 3.94923e-02 4.02857e-01
 26   339 -1.12287e+03 4.05503e-02 4.03595e-01
 27   409 -1.13097e+03 4.07261e-02 4.03604e-01
 28   494 -1.13194e+03 4.00473e-02 4.03070e-01
 29   596 -1.11588e+03 3.94370e-02 4.03028e-01
 30   719 -1.13738e+03 4.03248e-02 4.03524e-01
 31   868 -1.13334e+03 4.02642e-02 4.04046e-01
 32  1048 -1.11640e+03 3.97114e-02 4.03263e-01
 33  1264 -1.11700e+03 4.02395e-02 4.03353e-01
 34  1526 -1.12341e+03 4.02988e-02 4.03561e-01
 35  1842 -1.13056e+03 4.00907e-02 4.03333e-01
 36  2222 -1.10574e+03 4.01492e-02 4.03334e-01
 37  2682 -1.14104e+03 4.00831e-02 4.03221e-01
 38  3237 -1.11839e+03 4.00818e-02 4.03222e-01
 39  3906 -1.14142e+03 4.00813e-02 4.03223e-01
 40  4714 -1.11805e+03 4.00825e-02 4.03227e-01
 41  5689 -1.13524e+03 4.00824e-02 4.03226e-01
 42  6866 -1.12913e+03 4.00791e-02 4.03219e-01
 43  8286 -1.14078e+03 4.00837e-02 4.03234e-01
 44 10000 -1.13784e+03 4.00789e-02 4.03226e-01
