i, epoch, loss, l2_err, h1_err
  0     1 -7.27561e+01 9.93193e-01 1.04868e+00
  1     2 -1.42138e+02 9.90013e-01 1.09556e+00
  2     3 -2.09343e+02 9.86422e-01 1.14838e+00
  3     4 -2.70501e+02 9.82285e-01 1.20270e+00
  4     5 -3.29675e+02 9.76797e-01 1.25439e+00
  5     6 -3.86025e+02 9.69750e-01 1.30215e+00
  6     7 -4.50404e+02 9.61167e-01 1.34511e+00
  7     9 -5.46198e+02 9.38991e-01 1.41522e+00
  8    11 -6.31711e+02 9.10387e-01 1.45737e+00
  9    13 -7.24947e+02 8.75639e-01 1.47374e+00
 10    16 -8.18894e+02 8.14550e-01 1.46226e+00
 11    20 -9.24567e+02 7.22654e-01 1.39525e+00
 12    24 -9.97204e+02 6.24803e-01 1.28437e+00
 13    29 -1.06161e+03 5.02295e-01 1.10938e+00
 14    35 -1.10028e+03 3.64227e-01 8.79357e-01
 15    42 -1.13799e+03 2.26643e-01 6.26165e-01
 16    51 -1.13634e+03 1.00120e-01 3.88919e-01
 17    62 -1.12231e+03 3.70508e-02 2.84668e-01
 18    75 -1.12158e+03 2.62381e-02 2.33381e-01
 19    91 -1.14039e+03 1.55702e-02 2.11022e-01
 20   109 -1.13465e+03 9.62551e-03 2.07820e-01
 21   132 -1.10682e+03 9.29808e-03 2.06208e-01
 22   159 -1.12305e+03 9.00443e-03 2.05067e-01
 23   193 -1.14297e+03 8.91114e-03 2.04781e-01
 24   232 -1.11892e+03 9.60802e-03 2.07120e-01
 25   281 -1.12408e+03 8.84064e-03 2.04919e-01
 26   339 -1.12707e+03 9.23122e-03 2.05270e-01
 27   409 -1.13665e+03 9.40756e-03 2.07093e-01
 28   494 -1.14146e+03 9.44914e-03 2.06612e-01
 29   596 -1.15901e+03 9.30342e-03 2.05408e-01
 30   719 -1.13975e+03 9.19677e-03 2.05373e-01
 31   868 -1.13333e+03 9.09093e-03 2.05389e-01
 32  1048 -1.13558e+03 8.86529e-03 2.04598e-01
 33  1264 -1.11405e+03 8.99181e-03 2.04960e-01
 34  1526 -1.11699e+03 8.98769e-03 2.04988e-01
 35  1842 -1.11224e+03 9.00489e-03 2.04896e-01
 36  2222 -1.12477e+03 9.01259e-03 2.04968e-01
 37  2682 -1.12882e+03 9.00270e-03 2.04929e-01
 38  3237 -1.11879e+03 8.98809e-03 2.04864e-01
 39  3906 -1.13292e+03 8.99120e-03 2.04876e-01
 40  4714 -1.12771e+03 8.99192e-03 2.04880e-01
 41  5689 -1.12063e+03 8.99254e-03 2.04883e-01
 42  6866 -1.12775e+03 8.99507e-03 2.04891e-01
 43  8286 -1.12304e+03 8.99568e-03 2.04893e-01
 44 10000 -1.11774e+03 8.99908e-03 2.04904e-01
