i, epoch, loss, l2_err, h1_err
  0     1 -7.30682e+01 1.00174e+00 1.08432e+00
  1     2 -1.42737e+02 1.00230e+00 1.15381e+00
  2     3 -2.08561e+02 1.00276e+00 1.23156e+00
  3     4 -2.71899e+02 1.00241e+00 1.30630e+00
  4     5 -3.31873e+02 1.00097e+00 1.37108e+00
  5     6 -3.88006e+02 9.98042e-01 1.42582e+00
  6     7 -4.48351e+02 9.93569e-01 1.47177e+00
  7     9 -5.48138e+02 9.79836e-01 1.53913e+00
  8    11 -6.33486e+02 9.60020e-01 1.58373e+00
  9    13 -7.12179e+02 9.34072e-01 1.60871e+00
 10    16 -8.14019e+02 8.84816e-01 1.61449e+00
 11    20 -9.21821e+02 8.03297e-01 1.56621e+00
 12    24 -9.93569e+02 7.09832e-01 1.46240e+00
 13    29 -1.06768e+03 5.85437e-01 1.28062e+00
 14    35 -1.10298e+03 4.36986e-01 1.02886e+00
 15    42 -1.12671e+03 2.80091e-01 7.43376e-01
 16    51 -1.11913e+03 1.21767e-01 4.48576e-01
 17    62 -1.12919e+03 2.31358e-02 2.69447e-01
 18    75 -1.12911e+03 3.67079e-02 2.25705e-01
 19    91 -1.13317e+03 1.51513e-02 1.92258e-01
 20   109 -1.13873e+03 7.32646e-03 1.91323e-01
 21   132 -1.13789e+03 6.59332e-03 1.85387e-01
 22   159 -1.12509e+03 7.10560e-03 1.88419e-01
 23   193 -1.13465e+03 6.62317e-03 1.86266e-01
 24   232 -1.14905e+03 6.88224e-03 1.87975e-01
 25   281 -1.11952e+03 7.06019e-03 1.88651e-01
 26   339 -1.13832e+03 6.87598e-03 1.86378e-01
 27   409 -1.12650e+03 7.02855e-03 1.88675e-01
 28   494 -1.12436e+03 6.75081e-03 1.86409e-01
 29   596 -1.11964e+03 6.72199e-03 1.86252e-01
 30   719 -1.11481e+03 6.42934e-03 1.84563e-01
 31   868 -1.15323e+03 6.81055e-03 1.86710e-01
 32  1048 -1.14539e+03 6.89493e-03 1.86735e-01
 33  1264 -1.12994e+03 6.72289e-03 1.86512e-01
 34  1526 -1.11421e+03 6.69552e-03 1.86259e-01
 35  1842 -1.11809e+03 6.70435e-03 1.85948e-01
 36  2222 -1.11373e+03 6.73674e-03 1.86248e-01
 37  2682 -1.11987e+03 6.70865e-03 1.86056e-01
 38  3237 -1.11951e+03 6.70297e-03 1.86039e-01
 39  3906 -1.12749e+03 6.70258e-03 1.86042e-01
 40  4714 -1.12978e+03 6.70243e-03 1.86044e-01
 41  5689 -1.11955e+03 6.70175e-03 1.86041e-01
 42  6866 -1.12561e+03 6.69949e-03 1.86031e-01
 43  8286 -1.13102e+03 6.69889e-03 1.86025e-01
 44 10000 -1.11815e+03 6.69932e-03 1.86028e-01
