i, epoch, loss, l2_err, h1_err
  0     1 -7.34593e+01 1.00066e+00 1.10434e+00
  1     2 -1.44568e+02 1.00038e+00 1.17672e+00
  2     3 -2.10633e+02 9.99720e-01 1.25035e+00
  3     4 -2.72385e+02 9.97913e-01 1.31467e+00
  4     5 -3.32509e+02 9.95086e-01 1.36974e+00
  5     6 -3.92338e+02 9.90747e-01 1.41480e+00
  6     7 -4.46963e+02 9.85044e-01 1.45234e+00
  7     9 -5.48347e+02 9.69459e-01 1.51119e+00
  8    11 -6.34537e+02 9.48424e-01 1.55029e+00
  9    13 -7.17310e+02 9.22126e-01 1.57026e+00
 10    16 -8.19862e+02 8.74223e-01 1.57214e+00
 11    20 -9.19814e+02 7.97659e-01 1.52836e+00
 12    24 -9.90170e+02 7.11075e-01 1.43849e+00
 13    29 -1.05985e+03 5.95015e-01 1.27977e+00
 14    35 -1.09138e+03 4.54540e-01 1.05155e+00
 15    42 -1.11592e+03 3.02266e-01 7.80168e-01
 16    51 -1.12598e+03 1.43907e-01 4.80215e-01
 17    62 -1.12175e+03 2.96131e-02 2.67768e-01
 18    75 -1.14324e+03 3.38685e-02 2.10026e-01
 19    91 -1.12278e+03 1.90205e-02 1.79478e-01
 20   109 -1.14727e+03 6.37669e-03 1.76573e-01
 21   132 -1.13764e+03 5.34655e-03 1.71994e-01
 22   159 -1.13352e+03 5.70819e-03 1.74197e-01
 23   193 -1.13342e+03 5.39922e-03 1.72862e-01
 24   232 -1.13234e+03 5.29848e-03 1.72365e-01
 25   281 -1.13777e+03 5.76180e-03 1.75601e-01
 26   339 -1.14108e+03 5.37725e-03 1.71821e-01
 27   409 -1.10866e+03 5.48314e-03 1.72018e-01
 28   494 -1.11919e+03 5.86717e-03 1.74028e-01
 29   596 -1.14360e+03 5.67203e-03 1.73731e-01
 30   719 -1.12358e+03 5.39090e-03 1.72084e-01
 31   868 -1.11382e+03 5.40625e-03 1.72229e-01
 32  1048 -1.12091e+03 5.31448e-03 1.72207e-01
 33  1264 -1.12725e+03 5.30227e-03 1.71872e-01
 34  1526 -1.13045e+03 5.26336e-03 1.71359e-01
 35  1842 -1.11250e+03 5.30622e-03 1.71678e-01
 36  2222 -1.13193e+03 5.32511e-03 1.71922e-01
 37  2682 -1.12929e+03 5.32301e-03 1.71859e-01
 38  3237 -1.12694e+03 5.32102e-03 1.71834e-01
 39  3906 -1.14590e+03 5.32089e-03 1.71830e-01
 40  4714 -1.14032e+03 5.32100e-03 1.71828e-01
 41  5689 -1.12621e+03 5.32132e-03 1.71827e-01
 42  6866 -1.14825e+03 5.32129e-03 1.71831e-01
 43  8286 -1.11462e+03 5.32100e-03 1.71829e-01
 44 10000 -1.14962e+03 5.32047e-03 1.71825e-01
