i, epoch, loss, l2_err, h1_err
  0     1 -6.79115e+01 9.53095e-01 9.60044e-01
  1     2 -1.33929e+02 9.29826e-01 9.43707e-01
  2     3 -1.97825e+02 9.03974e-01 9.23445e-01
  3     4 -2.56320e+02 8.77506e-01 9.02456e-01
  4     5 -3.13920e+02 8.50926e-01 8.81639e-01
  5     6 -3.71507e+02 8.24294e-01 8.60973e-01
  6     7 -4.25503e+02 7.97712e-01 8.40675e-01
  7     9 -5.23421e+02 7.44885e-01 8.01429e-01
  8    11 -6.15042e+02 6.92773e-01 7.64880e-01
  9    13 -6.87847e+02 6.41545e-01 7.31109e-01
 10    16 -7.97092e+02 5.66954e-01 6.86645e-01
 11    20 -9.06608e+02 4.73650e-01 6.40778e-01
 12    24 -9.97081e+02 3.88873e-01 6.10550e-01
 13    29 -1.05007e+03 2.96658e-01 5.90564e-01
 14    35 -1.08178e+03 2.08855e-01 5.85742e-01
 15    42 -1.12269e+03 1.40148e-01 5.93782e-01
 16    51 -1.13238e+03 1.01923e-01 6.07381e-01
 17    62 -1.11743e+03 1.00972e-01 6.10573e-01
 18    75 -1.13598e+03 1.11781e-01 6.05304e-01
 19    91 -1.12110e+03 1.15132e-01 5.99701e-01
 20   109 -1.11551e+03 1.15293e-01 5.98015e-01
 21   132 -1.11670e+03 1.16301e-01 5.97770e-01
 22   159 -1.12710e+03 1.14319e-01 5.97802e-01
 23   193 -1.13868e+03 1.13912e-01 5.98777e-01
 24   232 -1.12354e+03 1.13391e-01 5.97977e-01
 25   281 -1.11885e+03 1.13867e-01 5.98002e-01
 26   339 -1.10788e+03 1.14280e-01 5.97874e-01
 27   409 -1.13108e+03 1.14430e-01 5.98352e-01
 28   494 -1.12617e+03 1.12770e-01 5.97837e-01
 29   596 -1.11437e+03 1.13638e-01 5.98497e-01
 30   719 -1.12520e+03 1.13862e-01 5.98142e-01
 31   868 -1.12530e+03 1.14579e-01 5.98416e-01
 32  1048 -1.13091e+03 1.14919e-01 5.98210e-01
 33  1264 -1.12457e+03 1.14891e-01 5.98252e-01
 34  1526 -1.12220e+03 1.14256e-01 5.98170e-01
 35  1842 -1.12920e+03 1.14407e-01 5.98057e-01
 36  2222 -1.12571e+03 1.14446e-01 5.98174e-01
 37  2682 -1.12633e+03 1.14484e-01 5.98082e-01
 38  3237 -1.12122e+03 1.14494e-01 5.98078e-01
 39  3906 -1.11793e+03 1.14491e-01 5.98084e-01
 40  4714 -1.12136e+03 1.14492e-01 5.98084e-01
 41  5689 -1.12141e+03 1.14494e-01 5.98088e-01
 42  6866 -1.13583e+03 1.14493e-01 5.98090e-01
 43  8286 -1.11555e+03 1.14499e-01 5.98093e-01
 44 10000 -1.11329e+03 1.14494e-01 5.98095e-01
